rep_id,quarter,quota_volume,actual_volume,attainment,payout_pct,incentive_payout_usd
REP000,2025-Q1,13435.6,11596.1,0.8630876179701689,0.5,2500.0
REP000,2025-Q2,13103.4,11436.9,0.8728192682815147,0.5,2500.0
REP000,2025-Q3,12719.5,10441.9,0.8209363575612248,0.5,2500.0
REP000,2025-Q4,12003.0,10672.8,0.8891777055736065,0.5,2500.0
REP001,2025-Q1,9885.1,11494.2,1.1627803461775805,1.5,7500.0
REP001,2025-Q2,11171.8,11668.9,1.0444959630498218,1.0,5000.0
REP001,2025-Q3,11961.8,11152.9,0.9323763982009396,0.5,2500.0
REP001,2025-Q4,9698.6,10866.9,1.1204606850473264,1.5,7500.0
REP002,2025-Q1,7848.6,8159.9,1.0396631246336925,1.0,5000.0
REP002,2025-Q2,9051.1,7915.9,0.8745787804797206,0.5,2500.0
REP002,2025-Q3,7111.2,7456.3,1.0485290808864889,1.0,5000.0
REP002,2025-Q4,6324.4,7426.7,1.1742932135854784,1.5,7500.0
REP003,2025-Q1,10032.8,8333.6,0.8306355155091302,0.5,2500.0
REP003,2025-Q2,7038.3,8418.7,1.1961269056448292,1.5,7500.0
REP003,2025-Q3,7778.7,7542.9,0.9696864514636121,0.5,2500.0
REP003,2025-Q4,7870.7,7835.2,0.9954896006708425,0.5,2500.0
REP004,2025-Q1,9867.0,7983.6,0.8091213134691396,0.5,2500.0
REP004,2025-Q2,8782.2,7953.4,0.9056272915670333,0.5,2500.0
REP004,2025-Q3,7633.3,7257.3,0.9507421429787903,0.5,2500.0
REP004,2025-Q4,6313.8,7495.5,1.1871614558585954,1.5,7500.0
REP005,2025-Q1,7054.9,7727.5,1.0953379920339055,1.0,5000.0
REP005,2025-Q2,6583.7,7739.9,1.1756155353372724,1.5,7500.0
REP005,2025-Q3,6415.5,7011.7,1.0929311822928844,1.0,5000.0
REP005,2025-Q4,6369.7,7255.4,1.1390489348006971,1.5,7500.0
REP006,2025-Q1,11281.6,9168.5,0.812695007800312,0.5,2500.0
REP006,2025-Q2,7854.7,8999.3,1.1457216698282555,1.5,7500.0
REP006,2025-Q3,7349.2,8269.8,1.125265335002449,1.5,7500.0
REP006,2025-Q4,8470.1,8788.0,1.0375320244152961,1.0,5000.0
REP007,2025-Q1,6124.5,6618.5,1.080659645685362,1.0,5000.0
REP007,2025-Q2,6036.3,6693.1,1.1088083759919156,1.5,7500.0
REP007,2025-Q3,7529.9,6177.5,0.8203960211955006,0.5,2500.0
REP007,2025-Q4,7085.7,6373.9,0.8995441523067587,0.5,2500.0
REP008,2025-Q1,9471.8,11132.5,1.1753309824954075,1.5,7500.0
REP008,2025-Q2,11848.1,10902.1,0.9201559743756383,0.5,2500.0
REP008,2025-Q3,12146.7,10219.9,0.8413725538623659,0.5,2500.0
REP008,2025-Q4,9840.8,10561.7,1.073256239330136,1.0,5000.0
REP009,2025-Q1,16741.3,15935.3,0.9518555906650021,0.5,2500.0
REP009,2025-Q2,13729.4,15519.1,1.1303552959342724,1.5,7500.0
REP009,2025-Q3,14063.4,14506.1,1.0314788742409375,1.0,5000.0
REP009,2025-Q4,12544.9,15013.1,1.1967492765984584,1.5,7500.0
REP010,2025-Q1,10968.7,11916.4,1.086400393847949,1.0,5000.0
REP010,2025-Q2,11537.2,12228.5,1.0599192178344832,1.0,5000.0
REP010,2025-Q3,10999.8,10973.3,0.9975908652884597,0.5,2500.0
REP010,2025-Q4,13381.8,11048.7,0.8256512576783394,0.5,2500.0
REP011,2025-Q1,12935.2,10517.8,0.8131146020162038,0.5,2500.0
REP011,2025-Q2,9447.3,10387.5,1.0995204979200408,1.0,5000.0
REP011,2025-Q3,8955.4,9889.9,1.1043504477745272,1.5,7500.0
REP011,2025-Q4,11210.8,9910.8,0.8840403896242909,0.5,2500.0
REP012,2025-Q1,13006.4,13275.2,1.0206667486775742,1.0,5000.0
REP012,2025-Q2,14592.3,13586.1,0.9310458255381263,0.5,2500.0
REP012,2025-Q3,11385.1,12453.0,1.0937980342728655,1.0,5000.0
REP012,2025-Q4,11142.0,12566.1,1.1278136779752288,1.5,7500.0
REP013,2025-Q1,8991.5,8781.6,0.9766557304120559,0.5,2500.0
REP013,2025-Q2,7803.6,8396.2,1.0759393100620227,1.0,5000.0
REP013,2025-Q3,8555.8,8080.4,0.9444353537950864,0.5,2500.0
REP013,2025-Q4,8206.5,8279.9,1.0089441296533235,1.0,5000.0
REP014,2025-Q1,12011.5,13165.1,1.0960412937601465,1.0,5000.0
REP014,2025-Q2,15352.2,13028.7,0.8486536131629343,0.5,2500.0
REP014,2025-Q3,15339.5,12383.6,0.807301411388898,0.5,2500.0
REP014,2025-Q4,11897.5,12594.5,1.0585837360790082,1.0,5000.0
REP015,2025-Q1,13630.4,15206.7,1.1156459091442659,1.5,7500.0
REP015,2025-Q2,14393.9,15129.0,1.0510702450343548,1.0,5000.0
REP015,2025-Q3,16182.2,14127.1,0.873002434774011,0.5,2500.0
REP015,2025-Q4,14371.4,14395.9,1.0017047747609835,1.0,5000.0
REP016,2025-Q1,14866.4,14305.8,0.9622908034224829,0.5,2500.0
REP016,2025-Q2,11679.4,13755.0,1.1777146086271555,1.5,7500.0
REP016,2025-Q3,11956.3,12872.8,1.0766541488587607,1.0,5000.0
REP016,2025-Q4,13075.2,13177.3,1.0078086759667155,1.0,5000.0
REP017,2025-Q1,6810.8,6532.6,0.9591531097668409,0.5,2500.0
REP017,2025-Q2,7025.8,6573.3,0.9355945230436392,0.5,2500.0
REP017,2025-Q3,7023.5,5997.4,0.8539047483448423,0.5,2500.0
REP017,2025-Q4,5791.2,6261.3,1.0811748860339827,1.0,5000.0
REP018,2025-Q1,7389.3,7505.5,1.0157254408401337,1.0,5000.0
REP018,2025-Q2,8938.4,7428.0,0.8310212118499956,0.5,2500.0
REP018,2025-Q3,7219.1,6957.1,0.9637073873474533,0.5,2500.0
REP018,2025-Q4,6852.4,7582.4,1.1065320179791023,1.5,7500.0
REP019,2025-Q1,11743.0,10076.8,0.8581112151920293,0.5,2500.0
REP019,2025-Q2,8687.6,9651.1,1.1109051982135458,1.5,7500.0
REP019,2025-Q3,9056.4,8904.1,0.9831831632878407,0.5,2500.0
REP019,2025-Q4,11493.3,9513.0,0.8276996162981912,0.5,2500.0
REP020,2025-Q1,14999.6,17640.2,1.1760446945251875,1.5,7500.0
REP020,2025-Q2,20629.8,18037.2,0.8743274292528285,0.5,2500.0
REP020,2025-Q3,20055.1,16381.3,0.8168146755688079,0.5,2500.0
REP020,2025-Q4,16242.4,16438.4,1.0120671821898242,1.0,5000.0
REP021,2025-Q1,23278.8,20010.9,0.8596190525284809,0.5,2500.0
REP021,2025-Q2,23775.0,19483.8,0.8195078864353312,0.5,2500.0
REP021,2025-Q3,17214.6,18402.9,1.069028615245199,1.0,5000.0
REP021,2025-Q4,22019.0,18566.1,0.8431854307643398,0.5,2500.0
REP022,2025-Q1,6019.3,7140.5,1.1862675061884271,1.5,7500.0
REP022,2025-Q2,6375.0,7170.3,1.1247529411764705,1.5,7500.0
REP022,2025-Q3,5974.8,6862.7,1.1486074847693646,1.5,7500.0
REP022,2025-Q4,6316.6,6743.5,1.0675838267422346,1.0,5000.0
REP023,2025-Q1,10302.7,10489.2,1.0181020509186913,1.0,5000.0
REP023,2025-Q2,9428.5,10124.4,1.073808134910113,1.0,5000.0
REP023,2025-Q3,9590.8,9921.8,1.0345122408975267,1.0,5000.0
REP023,2025-Q4,9099.2,10220.1,1.12318665377176,1.5,7500.0
REP024,2025-Q1,17423.2,15230.5,0.8741505578768538,0.5,2500.0
REP024,2025-Q2,17396.1,14839.1,0.8530130316565208,0.5,2500.0
REP024,2025-Q3,13653.0,14624.5,1.0711565223760346,1.0,5000.0
REP024,2025-Q4,16304.8,14346.3,0.8798819979392571,0.5,2500.0
REP025,2025-Q1,5483.2,6535.6,1.1919317187044063,1.5,7500.0
REP025,2025-Q2,7476.2,6429.3,0.8599689681923972,0.5,2500.0
REP025,2025-Q3,5785.7,6159.7,1.0646421349188517,1.0,5000.0
REP025,2025-Q4,5492.3,6146.4,1.1190940043333393,1.5,7500.0
REP026,2025-Q1,12038.7,10999.2,0.9136534675670961,0.5,2500.0
REP026,2025-Q2,10116.3,10807.5,1.0683253758785327,1.0,5000.0
REP026,2025-Q3,8306.7,9824.9,1.1827681269336798,1.5,7500.0
REP026,2025-Q4,8462.8,9998.3,1.181441130595075,1.5,7500.0
REP027,2025-Q1,12322.5,10587.7,0.8592168796916211,0.5,2500.0
REP027,2025-Q2,12510.0,10579.0,0.8456434852118305,0.5,2500.0
REP027,2025-Q3,11108.3,10240.3,0.9218602306383515,0.5,2500.0
REP027,2025-Q4,12258.0,10096.4,0.8236580192527329,0.5,2500.0
REP028,2025-Q1,19332.8,16555.0,0.8563167259786477,0.5,2500.0
REP028,2025-Q2,17360.4,16554.2,0.953560977857653,0.5,2500.0
REP028,2025-Q3,19384.6,15604.8,0.8050101627064784,0.5,2500.0
REP028,2025-Q4,19227.9,15919.6,0.827942729055175,0.5,2500.0
REP029,2025-Q1,13230.4,15691.1,1.1859883299068812,1.5,7500.0
REP029,2025-Q2,14182.2,15426.2,1.0877155871444486,1.0,5000.0
REP029,2025-Q3,15391.9,14236.5,0.9249345434936558,0.5,2500.0
REP029,2025-Q4,17545.7,14880.8,0.8481166325652438,0.5,2500.0
REP030,2025-Q1,8328.2,8258.9,0.9916788741864988,0.5,2500.0
REP030,2025-Q2,7989.5,8300.2,1.0388885412103386,1.0,5000.0
REP030,2025-Q3,8661.6,7877.6,0.9094855453957699,0.5,2500.0
REP030,2025-Q4,7788.9,7997.3,1.026756024599109,1.0,5000.0
REP031,2025-Q1,12408.6,12174.3,0.9811179343358637,0.5,2500.0
REP031,2025-Q2,11718.5,12360.1,1.05475103468874,1.0,5000.0
REP031,2025-Q3,11932.0,11547.0,0.9677338250083808,0.5,2500.0
REP031,2025-Q4,11645.2,11656.6,1.000978944114313,1.0,5000.0
